name,hhmmss,time,frame,
Izac,00:27:12,1632,40800,
Izac,00:27:24,1644,41100,
Izac,00:27:32,1652,41300,
Izac,00:27:43,1663,41575,
Izac,00:27:57,1677,41925,
Izac,00:28:11,1691,42275,
Izac,00:28:24,1704,42600,
Izac,00:28:38,1718,42950,
Izac,00:29:03,1743,43575,
Izac,00:29:25,1765,44125,
Izac,00:29:39,1779,44475,
Izac,00:29:53,1793,44825,
Izac,00:30:08,1808,45200,
Izac,00:30:25,1825,45625,
Izac,00:30:33,1833,45825,
Mark,00:32:13,1933,48325,
Mark,00:35:30,2130,53250,
Mark,00:35:48,2148,53700,
Mark,00:36:00,2160,54000,
Mark,00:36:12,2172,54300,
Mark,00:36:27,2187,54675,
Mark,00:36:43,2203,55075,
Mark,00:37:18,2238,55950,
Mark,00:37:38,2258,56450,
Mark,00:37:50,2270,56750,
Mark,00:38:09,2289,57225,
Mark,00:38:20,2300,57500,
Mark,00:38:43,2323,58075,
Izac,00:40:29,2429,60725,
Izac,00:40:43,2443,61075,
Izac,00:40:55,2455,61375,
Izac,00:41:11,2471,61775,
Izac,00:41:24,2484,62100,
Izac,00:41:35,2495,62375,
Izac,00:41:55,2515,62875,
Izac,00:42:14,2534,63350,
Izac,00:42:32,2552,63800,
Izac,00:42:51,2571,64275,
Izac,00:43:04,2584,64600,
Izac,00:43:21,2601,65025,
Izac,00:43:37,2617,65425,
Mark,00:45:19,2719,67975,
Mark,00:45:30,2730,68250,
Mark,00:45:49,2749,68725,
Mark,00:46:06,2766,69150,
Mark,00:46:34,2794,69850,
Mark,00:46:56,2816,70400,
Mark,00:47:11,2831,70775,
Mark,00:47:41,2861,71525,
Mark,00:47:54,2874,71850,
Mark,00:48:13,2893,72325,
Mark,00:48:30,2910,72750,
Mark,00:48:46,2926,73150,
Mark,00:50:46,3046,76150,
Izac,00:50:57,3057,76425,
Mark,00:51:03,3063,76575,
Izac,00:51:11,3071,76775,
Mark,00:51:17,3077,76925,
Izac,00:51:24,3084,77100,
Izac,00:52:22,3142,78550,
Izac,00:52:31,3151,78775,
Izac,00:52:59,3179,79475,
Izac,00:53:11,3191,79775,
Izac,00:53:24,3204,80100,
Mark,00:54:51,3291,82275,
Izac,00:55:15,3315,82875,
Izac,00:55:50,3350,83750,
Izac,00:56:15,3375,84375,
Izac,00:56:23,3383,84575,
Mark,00:56:36,3396,84900,
Mark,00:56:59,3419,85475,
Mark,00:57:09,3429,85725,
Izac,00:57:14,3434,85850,
Mark,00:58:43,3523,88075,
Izac,00:58:51,3531,88275,
Mark,00:58:57,3537,88425,
Izac,00:59:06,3546,88650,
Mark,00:59:13,3553,88825,
Izac,00:59:28,3568,89200,
Izac,00:59:34,3574,89350,
Mark,01:00:35,3635,90875,
Mark,01:01:15,3675,91875,
Izac,01:01:48,3708,92700,
Izac,01:01:51,3711,92775,
Izac,01:02:44,3764,94100,
Izac,01:02:49,3769,94225,
Izac,01:03:43,3823,95575,
Izac,01:03:53,3833,95825,
Izac,01:04:11,3851,96275,
Izac,01:04:26,3866,96650,
Izac,01:04:49,3889,97225,
Mark,01:06:25,3985,99625,
Izac,01:06:32,3992,99800,
Mark,01:06:40,4000,100000,
Izac,01:06:47,4007,100175,
Mark,01:06:53,4013,100325,
Izac,01:06:59,4019,100475,
Mark,01:08:32,4112,102800,
Mark,01:10:29,4229,105725,
Izac,01:10:51,4251,106275,
Izac,01:12:23,4343,108575,
Mark,01:12:35,4355,108875,
Izac,01:13:17,4397,109925,
Mark,01:16:25,4585,114625,
Izac,01:16:45,4605,115125,
Izac,01:16:59,4619,115475,
Izac,01:17:10,4630,115750,
Izac,01:17:28,4648,116200,
Izac,01:18:01,4681,117025,
Mark,01:18:21,4701,117525,
Izac,01:18:37,4717,117925,
Izac,01:18:55,4735,118375,
Izac,01:19:08,4748,118700,
Izac,01:20:01,4801,120025,
Izac,01:20:12,4812,120300,
Mark,01:20:34,4834,120850,
Izac,01:20:53,4853,121325,
Izac,01:21:06,4866,121650,
Izac,01:21:42,4902,122550,
Mark,01:25:51,5151,128775,
Mark,01:26:54,5214,130350,
Izac,01:27:08,5228,130700,
Mark,01:27:14,5234,130850,
Izac,01:27:23,5243,131075,
Mark,01:27:32,5252,131300,
Izac,01:27:43,5263,131575,
Izac,01:32:17,5537,138425,
Darty,01:58:18,7098,177450,
Darty,01:58:27,7107,177675,
Darty,02:00:49,7249,181225,
Darty,02:00:59,7259,181475,
Darty,02:02:13,7333,183325,
Darty,02:02:34,7354,183850,
Darty,02:02:44,7364,184100,
Darty,02:04:36,7476,186900,
Darty,02:04:49,7489,187225,
Darty,02:04:59,7499,187475,
Darty,02:05:29,7529,188225,
Darty,02:10:00,7800,195000,
Darty,02:10:34,7834,195850,
Darty,02:13:21,8001,200025,
Darty,02:13:49,8029,200725,
Darty,02:18:51,8331,208275,
Darty,02:19:09,8349,208725,
Darty,02:30:34,9034,225850,
Darty,02:46:38,9998,249950,
Darty,02:46:41,10001,250025,
Darty,02:46:54,10014,250350,
Darty,02:47:01,10021,250525,
